N,p,n,k,lam,alpha_attr,alpha_rob,alpha_match,scc_outcome,robustness_outcome,match_outcome
11,0.03418201973152903,2,1,2,0.3325,0.5643,0.1032,1.825,0.6503062855113637,0.6047211618134469
10,0.01792163606134978,2,0,4,0.8433,0.036,0.12070000000000002,3.2,0.9535937499999999,0.5096334635416666
10,0.018436002222867953,3,1,1,0.8221,0.0064,0.1715,1.0,1.0,0.49000000000000005
11,0.023627673846120918,2,2,6,0.4126,0.1701,0.4173,2.95,1.0,0.5054545454545456
11,0.04557043591653214,5,0,1,0.3396,0.5811,0.0793,1.0,0.9053466796875,0.4897036280776514
10,0.02015346858967994,5,1,7,0.4677,0.1944,0.3379,1.0,0.851083984375,0.4822932128906249
11,0.016341306693433495,2,1,3,0.4567,0.1483,0.395,1.025,0.6084073153409092,0.3903622159090909
11,0.024285503428579977,4,0,9,0.6345,0.2902,0.0753,1.0,0.9254860617897727,0.4945095167099547
11,0.02423985242946121,2,1,6,0.9754,0.0167,0.0079,3.0,0.5949041193181819,0.4036564021915584
11,0.02497556222255444,3,0,5,0.3963,0.0,0.6037,1.1,0.6879106001420455,0.5013793251731178
11,0.045344988384178754,2,0,2,0.5131,0.4819,0.005,2.725,0.9101651278409092,0.5184540719696968
11,0.0322758672704403,4,0,1,0.4923,0.0519,0.4558,1.0,0.5869606711647727,0.4414125624907762
11,0.03993847595560618,2,0,7,0.8175,0.0884,0.0941,1.225,0.4223188920454545,0.5357065079954373
11,0.029916350164698596,2,0,3,0.9734,0.0195,0.0071,3.575,0.7390025745738636,0.36677689985795453
11,0.04151326499865235,1,0,3,0.5319,0.0623,0.4058,4.7,0.7437144886363637,0.5029723011363636
11,0.044446553187012926,2,0,3,0.2937,0.6915,0.014800000000000011,3.625,0.8025213068181817,0.5627962979403409
11,0.021412929309047136,3,1,6,0.8676,0.0715,0.0609,1.025,0.9439098011363637,0.5446821732954545
11,0.011667342795948573,1,2,2,0.8625,0.0118,0.1257,4.375,0.7880681818181818,0.46335227272727264
11,0.03171136210286631,1,2,6,0.2333,0.6946,0.0721,6.25,0.6509943181818182,0.4767045454545455
11,0.04930112525889276,3,1,0,0.07,0.7354,0.1946,2.275,0.5691095525568182,0.4730508599399535
11,0.04009488451483106,3,2,6,0.6145,0.0664,0.3191,1.875,0.8573508522727273,0.4064186789772727
11,0.04074813921189088,2,2,3,0.7603,0.2349,0.0048,2.475,0.8163219105113637,0.44678955078125
11,0.03958480283984517,4,2,1,0.134,0.7777,0.0883,1.0,0.7480513139204545,0.5497462417140151
10,0.022434474683819323,1,2,5,0.4653,0.1785,0.3562,8.025,0.8012499999999999,0.4984375
11,0.04883627767225316,4,0,10,0.6252,0.055,0.31980000000000003,1.0,1.0,0.6529442148760332
11,0.03946915342892853,2,0,0,0.6572,0.0685,0.2743,1.15,0.999334161931818,0.44034923206676135
12,0.013155579256619749,3,0,2,0.2256,0.4096,0.3648,1.975,0.5806783040364586,0.5186908176967077
10,0.03772605500063913,2,1,5,0.215,0.3036,0.4814,5.55,0.701875,0.5805998883928571
12,0.013301577629328725,2,1,5,0.0783,0.9134,0.0083,4.0,0.940869140625,0.6514784071180555
10,0.02348061391564192,5,1,5,0.5382,0.1095,0.3523,1.0,0.62837890625,0.5429694475446428
11,0.04319915396090294,2,1,7,0.09,0.4333,0.4767,1.3,0.6065030184659091,0.7115263967803032
10,0.046463272918033656,3,1,7,0.3559,0.1387,0.5054,1.475,0.7977636718750001,0.5652898615056818
10,0.012284633168305551,4,2,8,0.9684,0.005,0.0266,1.0,0.937919921875,0.400213623046875
10,0.020008951457417937,2,1,4,0.2392,0.3274,0.4334,2.15,0.8621874999999999,0.6169921875
10,0.024534039208805362,3,1,1,0.6021,0.2419,0.156,1.125,1.0,0.40499999999999997
11,0.035844335941703075,3,0,6,0.3357,0.58,0.0843,1.525,0.6285489169034092,0.5328990589488637
12,0.0448186783103055,2,1,2,0.4843,0.464,0.05170000000000001,7.175,0.9237141927083335,0.609079861111111
11,0.029187118830008775,2,1,0,0.0099,0.3544,0.6357,3.3,0.9987926136363636,0.43362926136363633
12,0.03114837998819471,3,0,4,0.0264,0.3469,0.6267,1.025,0.7240356445312499,0.5168542226155599
12,0.045389509223844056,3,2,2,0.5814,0.3338,0.0848,1.025,1.0,0.5221590909090909
11,0.01280501072946514,2,2,3,0.8596,0.1251,0.015299999999999989,2.1,0.8564675071022727,0.5601851029829545
12,0.027968261637828333,5,0,6,0.2522,0.5921,0.1557,1.0,0.6951324462890625,0.5063579256572421
11,0.012267701125596622,5,1,6,0.9275,0.0242,0.04830000000000001,1.0,0.721719637784091,0.4739636389001623
10,0.049751139113212176,1,1,2,0.5258,0.0871,0.3871,6.325,0.8103906249999999,0.6494335937499999
11,0.0451997859851064,5,1,4,0.9038,0.0814,0.0148,1.0,0.9829478870738637,0.3400452769886364
10,0.035963830528261055,2,0,7,0.7169,0.1882,0.0949,3.35,0.717919921875,0.5402669270833332
11,0.01589769807451418,3,2,8,0.3389,0.4338,0.2273,1.15,1.0,0.7204545454545455
12,0.031208788045275104,4,1,2,0.2755,0.1424,0.5821,1.0,1.0,0.425
12,0.04329310440762977,3,2,4,0.5499,0.3905,0.059599999999999875,1.025,0.7934590657552084,0.5068079861727629
12,0.024641755642075144,2,1,9,0.1801,0.3032,0.5167,1.725,0.7709554036458334,0.6096394856770834
11,0.03181835379037208,2,1,6,0.0022,0.1367,0.8611,7.8,0.7242542613636365,0.45397727272727284
10,0.043258399480946556,5,0,3,0.6045,0.1801,0.2154,1.0,0.7659277343750001,0.5124202530867569
11,0.03111264404920771,5,1,3,0.8407,0.0639,0.0954,1.0,1.0,0.5878787878787878
10,0.02052090901713001,4,2,3,0.6299,0.3036,0.06649999999999999,1.05,1.0,0.49499999999999994
10,0.013768308072793441,3,0,6,0.3146,0.3566,0.3288,5.1,0.8107324218749999,0.5357832605698529
12,0.028408797015349534,3,0,1,0.4538,0.2595,0.2867,2.0,0.9518758138020834,0.516659969753689
11,0.03293816855192572,1,1,4,0.3322,0.5881,0.07970000000000001,7.25,0.7340909090909091,0.3681818181818182
10,0.01543505741679004,3,0,6,0.1786,0.4919,0.3295,2.65,0.76509765625,0.539501953125
10,0.013870850055943771,5,2,1,0.7712,0.0619,0.1669,1.0,1.0,0.481375
10,0.041387797901577504,2,0,2,0.3892,0.5698,0.041,1.65,0.6520410156250002,0.4818910047743056
10,0.019260625572372767,3,1,4,0.9581,0.0292,0.012699999999999989,1.0,0.9786718750000001,0.5075000000000001
10,0.043212302182952037,3,0,5,0.5563,0.1747,0.269,1.0,0.47332519531249984,0.4701343383789062
11,0.046249752122711596,2,2,5,0.193,0.5283,0.2787,8.35,0.7338423295454546,0.5631036931818182
11,0.02295883957648031,2,1,5,0.2973,0.4793,0.2234,2.425,0.8683882279829547,0.5278508966619319
10,0.020628119492075277,4,1,6,0.2075,0.656,0.1365,1.0,0.7295703125,0.6565570068359375
10,0.028372344510137044,2,2,2,0.3122,0.1616,0.5262,6.825,1.0,0.446875
11,0.04694691577138955,2,2,3,0.1007,0.5828,0.3165,5.425,0.7960227272727274,0.5337357954545454
12,0.015758630125678103,1,2,10,0.7677,0.089,0.1433,8.0,0.5279947916666667,0.5173502604166667
11,0.014056758760732526,1,1,7,0.5228,0.3287,0.1485,7.4,0.8338068181818183,0.46931818181818186
11,0.030496087447580915,4,1,5,0.3006,0.056,0.6434,1.0,0.7525279651988636,0.657296475497159
11,0.039417671300929234,3,1,1,0.7313,0.0299,0.2388,1.025,0.8528497869318183,0.49067138671875005
10,0.0195617422142408,5,0,1,0.917,0.0514,0.0316,1.0,0.6346533203125,0.4819634922572543
11,0.04959139733717212,1,0,9,0.3543,0.0931,0.5526,8.725,0.8181818181818181,0.49943181818181814
11,0.024069017951689836,2,1,9,0.769,0.0866,0.1444,6.1,0.6593039772727272,0.5305220170454545
11,0.02154139293331622,5,1,4,0.2269,0.4758,0.2973,1.0,0.6021994850852274,0.4844254768668831
12,0.03499444739503315,3,2,8,0.6505,0.3052,0.04429999999999999,1.025,0.7088012695312499,0.5561002095540364
10,0.03839678343595968,2,2,5,0.6951,0.2467,0.0582,1.875,0.829375,0.51294921875
12,0.014671141283977389,2,1,4,0.1911,0.4198,0.3891,6.8,0.8310384114583333,0.5404384068080359
11,0.036476871643490186,3,0,4,0.9282,0.0053,0.0665,3.15,0.7132279829545454,0.5002130681818182
11,0.019844611102655486,2,1,8,0.5577,0.3392,0.1031,1.275,0.7556640625,0.5659446022727271
11,0.014144996989863757,1,1,5,0.5309,0.081,0.3881,4.775,0.9903053977272727,0.3696910511363636
11,0.041169352355379565,1,1,9,0.7931,0.0891,0.11779999999999999,6.5,0.7502752130681818,0.4521898674242424
11,0.014205984589007053,3,2,9,0.1415,0.1467,0.7118,1.025,0.9753062855113637,0.6079412286931818
12,0.01864438054858319,1,1,3,0.3061,0.0663,0.6276,5.475,0.87939453125,0.5840983072916666
11,0.049507504973463234,1,1,4,0.3021,0.0284,0.6695,6.3,0.7340909090909091,0.5443181818181818
11,0.03808200862718356,2,2,3,0.7376,0.0923,0.1701,2.9,0.76005859375,0.49228515625
10,0.03228949056941317,4,2,3,0.3713,0.3616,0.2671,1.0,1.0,0.5850000000000001
11,0.03827791138541061,5,1,4,0.6842,0.2572,0.05859999999999999,1.0,0.8211692116477274,0.702725497159091
12,0.02628923514042668,5,1,3,0.547,0.1114,0.3416,1.0,1.0,0.5833333333333334
11,0.045151379925012905,4,0,3,0.7885,0.0791,0.13240000000000002,1.025,0.6252863103693181,0.5613937504035382
11,0.010172018338190644,1,1,2,0.7264,0.2548,0.0188,3.5,1.0,0.8011363636363636
12,0.013461570748491072,2,0,0,0.0577,0.4288,0.5135,2.2,0.7856475830078125,0.611262003580729
10,0.01903908048184361,3,2,2,0.4032,0.1616,0.4352,1.025,0.6890185546875001,0.57266357421875
10,0.023214892352102064,3,0,5,0.8185,0.1252,0.0563,1.05,0.5439208984375,0.726827392578125
11,0.030863444355452845,4,1,3,0.2195,0.547,0.2335,1.625,0.6786931818181818,0.45794289328835214
11,0.010360595915069475,4,1,9,0.9465,0.0045,0.049,1.0,0.7881036931818182,0.3536171653053978
11,0.01863078029904004,4,2,5,0.5564,0.3246,0.119,1.025,0.7217662464488637,0.5886213822798296
12,0.02680303018195048,4,1,5,0.7011,0.1265,0.1724000000000001,1.0,0.8542816162109375,0.5168938246227447
11,0.010893747683831015,4,1,1,0.1436,0.6596,0.1968000000000001,1.025,0.9748224431818182,0.6162805730646307
10,0.011664457066620587,3,1,5,0.7251,0.0062,0.2687,1.0,0.8502148437500001,0.494102783203125
12,0.033041378126453635,5,2,1,0.3283,0.3139,0.3578,1.0,0.686505126953125,0.4444712320963541
12,0.04395907434101496,2,1,3,0.1045,0.3618,0.5337,4.425,0.9390625,0.5065755208333333
10,0.030676016297606364,3,1,6,0.3905,0.3671,0.2424,1.275,0.8156640625,0.49499999999999994
11,0.014011036407937497,1,1,10,0.9987,0.0004,0.0009,5.5,0.7994673295454545,0.4627840909090909
11,0.04243325704347621,2,1,2,0.9709,0.0284,0.000700000000000011,2.6,0.7517489346590909,0.202978515625
11,0.04676442663009131,3,0,3,0.3893,0.5604,0.0503,1.35,0.7428244850852274,0.4538454922762785
11,0.025364897741676686,2,1,5,0.6282,0.3131,0.05869999999999999,4.95,0.6997514204545455,0.47521898674242424
10,0.012636233019138183,4,1,5,0.611,0.0149,0.3741,1.0,0.784814453125,0.6598883056640625
11,0.019695662194283845,4,1,5,0.3967,0.3034,0.2999,1.05,1.0,0.7263636363636364
11,0.049800186750834724,2,2,4,0.5279,0.0818,0.3903,1.6,0.7866743607954546,0.39622025923295456
11,0.029451608300974486,3,1,4,0.5155,0.1754,0.3091,1.0,0.9489302201704544,0.6329212535511364
12,0.04890914709224878,2,0,9,0.6634,0.0731,0.2635,3.025,0.55616455078125,0.4344050089518229
12,0.018097448409231845,3,2,1,0.7952,0.0169,0.1879,1.975,1.0,0.5366666666666667
12,0.029544498155952476,4,0,1,0.4398,0.0119,0.5483,1.0,0.5640604654947916,0.6377844366506368
10,0.04380827175667781,5,2,3,0.0338,0.5871,0.3791,1.0,1.0,0.3985714285714286
10,0.04609225505582768,3,2,3,0.5554,0.0029,0.4417,2.35,1.0,0.49625
11,0.032503316601555414,3,2,8,0.0924,0.4884,0.4192,1.875,0.8149369673295453,0.5232413552024147
10,0.037884521325126506,2,2,1,0.0937,0.3547,0.5516,1.9,0.768671875,0.7640216936383929
11,0.032166480413652554,1,1,3,0.7414,0.0767,0.1819,4.6,0.9055397727272727,0.45790127840909084
12,0.048772588703612896,2,2,6,0.2696,0.4296,0.3008,2.125,0.7384785970052085,0.4181477864583334
10,0.012611299910365166,4,2,1,0.8076,0.1653,0.0271,1.0,0.7501416015625001,0.3431722586495536
11,0.021759454232110335,5,2,3,0.7131,0.2389,0.048,1.0,0.5153098366477273,0.5179528438683711
11,0.036116032453124475,3,1,1,0.85,0.0374,0.1126,1.0,0.6469371448863636,0.3776321741409632
10,0.02129772452585063,3,1,8,0.3247,0.4224,0.2529,1.0,0.7351123046875001,0.44073486328125
10,0.021778843138319334,5,0,4,0.4781,0.4325,0.0894,1.0,0.998095703125,0.4682519531250001
12,0.04399889276644571,4,1,10,0.6679,0.1044,0.2276999999999998,1.025,0.5697082519531251,0.6427029927571615
11,0.025406250350207736,3,1,5,0.8343,0.0343,0.1314,1.1,1.0,0.5363636363636364
11,0.030972920341269097,2,1,5,0.0521,0.4999,0.448,5.375,0.8171875,0.5159801136363636
11,0.0369638915620133,2,2,6,0.4143,0.4349,0.1508,3.05,0.8292191938920453,0.48919877485795454
10,0.013146493016224373,4,1,8,0.5958,0.243,0.1612,1.0,0.95734375,0.3734130859375
11,0.03657202983181853,2,0,6,0.5627,0.0676,0.36970000000000003,1.95,0.5987992720170454,0.4241044477982955
11,0.0162929785498438,1,1,1,0.2805,0.0331,0.6864,5.25,0.7839488636363636,0.5344105113636363
10,0.048990293262465345,4,1,2,0.4726,0.2504,0.277,1.025,0.8206152343750001,0.50749755859375
11,0.011684530975034952,2,0,1,0.1247,0.0966,0.7787,3.025,0.5842706853693184,0.4021517666903408
10,0.02285820918468358,2,0,0,0.1405,0.0143,0.8452,2.6,0.6220019531250001,0.5076794433593748
11,0.03787370201197792,3,0,6,0.7022,0.1825,0.11530000000000001,1.55,0.7556174538352273,0.4852738021256087
10,0.02940684787190745,4,1,1,0.677,0.3199,0.003099999999999778,1.0,1.0,0.64125
11,0.040717951849612015,3,0,3,0.5789,0.2129,0.2082,1.0,0.8002885298295453,0.5900332425820707
11,0.02677631789873631,4,2,2,0.7908,0.1061,0.10310000000000011,1.0,0.6227761008522729,0.470051435990767
11,0.01316699095077431,4,1,2,0.9813,0.0046,0.0141,1.025,0.9990478515625,0.5444047407670454
10,0.03898326557179602,3,0,1,0.637,0.0316,0.3314,1.0,0.6068408203125,0.5821435546875
11,0.04406841932667178,4,1,7,0.3175,0.3811,0.3014,1.0,0.6815984552556819,0.4734770063920456
12,0.037822170380175615,4,1,8,0.5204,0.0492,0.4304,1.425,0.84432373046875,0.4077894422743055
12,0.03107482837816842,4,1,1,0.8651,0.1112,0.0237,1.075,0.8041300455729168,0.4944127400716146
12,0.02270729955288682,5,1,6,0.9509,0.0086,0.0405,1.025,0.877490234375,0.5164718288845487
12,0.03896252977613248,5,1,1,0.1061,0.1257,0.7682,1.0,0.8870788574218749,0.47388592674618674
12,0.03388865149283315,4,1,6,0.3918,0.5699,0.03829999999999999,1.0,0.80592041015625,0.6452819824218751
11,0.045727781029831854,4,0,1,0.9502,0.0154,0.0344,1.0,0.9720902876420453,0.4463961763006701
11,0.03694539698637758,3,1,6,0.3695,0.5981,0.0324,1.925,0.6202658913352274,0.5549050071022726
12,0.0386587926477433,2,1,2,0.1711,0.656,0.1729,1.65,0.9941569010416668,0.45312519728535355
11,0.0292729674569207,3,0,3,0.2669,0.5041,0.229,2.075,0.9203657670454547,0.4881747159090909
12,0.04843997027989996,3,1,8,0.9015,0.0495,0.04899999999999999,1.425,0.80369873046875,0.6022745768229167
11,0.04634026605134247,5,1,3,0.1096,0.825,0.0654,1.075,0.634375,0.571382002397017
10,0.02969859124870483,4,2,2,0.8575,0.093,0.04949999999999999,1.0,0.777578125,0.5110205078125001
10,0.030733608448057288,2,2,10,0.8836,0.036,0.0804,7.825,0.707275390625,0.45866210937499996
11,0.04470591422928229,2,1,4,0.1705,0.0109,0.8186,2.65,0.933220880681818,0.789635564630682
12,0.04513011278606327,4,2,10,0.1972,0.5648,0.238,1.0,0.8053181966145836,0.5724284871419271
11,0.025693514194912823,5,2,1,0.1245,0.2602,0.6153,1.0,0.845321377840909,0.3812947591145834
11,0.031181380041749314,4,2,10,0.1699,0.0699,0.7602,1.0,0.9484108664772727,0.4730768377130682
12,0.02936313672637432,3,2,3,0.0171,0.4465,0.5364,1.525,0.9909627278645832,0.6633127848307291
11,0.0219045227130482,2,1,1,0.9107,0.086,0.003300000000000111,2.475,0.8005681818181818,0.4606889204545455
10,0.047592764210951356,3,1,9,0.6929,0.1089,0.1982,1.0,1.0,0.595
11,0.02697921645965428,4,2,5,0.7173,0.2118,0.07089999999999999,1.0,0.6310036399147727,0.4978162730823864
12,0.0468995512744983,2,1,1,0.4745,0.2875,0.238,5.7,0.8976236979166666,0.6311507936507936
11,0.02072069514656602,5,1,2,0.1723,0.3338,0.4939,1.0,0.5388316761363636,0.43483629543199853
10,0.034218936639624144,1,1,8,0.8514,0.1125,0.0361,5.0,0.36109375,0.4986328125
11,0.03937045425436683,3,2,9,0.832,0.0327,0.13530000000000011,1.525,0.9016290838068182,0.5133012251420453
11,0.021549645726269495,1,1,2,0.0556,0.7182,0.2262,5.725,1.0,0.809090909090909
12,0.01151603673883285,3,2,7,0.2608,0.2295,0.5097,1.0,1.0,0.5813802083333334
11,0.01537045366802663,1,1,1,0.2469,0.5488,0.2043,6.65,0.5811967329545454,0.5115573212594697
12,0.03570634976323287,2,1,2,0.2739,0.4516,0.27449999999999997,3.725,0.990625,0.520486111111111
12,0.048106866629243523,5,0,7,0.7352,0.2047,0.0601,1.0,0.5371368408203125,0.4958017985026042
12,0.02503372322012621,2,1,8,0.0883,0.8414,0.0703,3.35,0.9776346842447916,0.6032210795084636
10,0.04516299426790977,2,2,2,0.9993,0.0005,0.00020000000000011103,2.225,0.6934375,0.5660807291666666
11,0.04526275134476858,3,2,4,0.138,0.4261,0.4359,1.4,0.6703524502840909,0.6213589754971591
12,0.020535849331658952,5,1,9,0.7632,0.0512,0.1856,1.0,0.5797454833984375,0.4998341878255208
11,0.04288285732069732,5,1,9,0.6482,0.2799,0.07190000000000012,1.0,0.6405517578125,0.4950514359907672
11,0.029351337070889424,3,2,9,0.3264,0.3903,0.2833,1.675,1.0,0.6318181818181818
11,0.048151893662686227,4,1,5,0.5888,0.0182,0.393,1.0,0.936638849431818,0.41075340810448235
12,0.018354844281591478,2,1,2,0.555,0.302,0.143,1.95,0.8010009765625,0.6171040852864582
11,0.02561874875522274,3,2,0,0.9431,0.0395,0.0174,1.05,0.8368963068181821,0.5241362031523165
11,0.010017744912163238,4,2,7,0.7656,0.1888,0.04560000000000011,1.0,0.8486949573863637,0.4757734818892045
11,0.03907903925170599,3,1,0,0.3723,0.161,0.4667,1.025,0.9808460582386364,0.3739241166548296
10,0.03860475197134754,3,1,3,0.6489,0.0258,0.3253,1.1,0.6716992187499999,0.457763671875
10,0.0338954563055519,4,0,2,0.3741,0.1638,0.4621,1.0,0.375439453125,0.6036386108398437
11,0.027259747752130477,4,1,7,0.0111,0.5263,0.4626,1.0,0.9948197798295455,0.366570859966856
10,0.025790000022453068,1,2,2,0.176,0.3506,0.4734,2.95,0.75625,0.5982142857142858
10,0.04897564313795878,4,1,7,0.9233,0.074,0.0027,1.15,0.991240234375,0.5471069335937502
11,0.04531023684793089,1,1,0,0.9635,0.0125,0.024,6.575,0.9979048295454545,0.5876154119318181
11,0.018598428230496913,3,0,1,0.1266,0.6178,0.2556,1.0,0.5450528231534091,0.5098298826417722
11,0.041117447010566015,4,1,8,0.6907,0.0548,0.2545,1.625,1.0,0.5420454545454545
10,0.04819146868208149,5,1,9,0.1251,0.7101,0.1648,1.0,0.9940527343750001,0.5635
10,0.0170614705158474,2,0,3,0.2277,0.7662,0.0061,1.25,0.5144189453125,0.37366123744419644
10,0.028718028207682794,3,0,2,0.0666,0.1857,0.7477,2.275,0.7284472656250001,0.47392939028532616
10,0.012725428475741162,3,0,1,0.8552,0.0473,0.09749999999999999,1.0,0.3602294921874999,0.47729227701822924
10,0.03206720621176114,3,0,6,0.5411,0.2404,0.2185,3.125,0.63439453125,0.44747851562499996
10,0.03186440352695745,3,0,4,0.7229,0.174,0.1031,1.075,0.9033789062500001,0.56560302734375
11,0.04166933296017462,4,0,6,0.6931,0.0687,0.2382,1.0,0.4822998046875,0.5073150660293094
11,0.01666086460003161,5,0,6,0.3841,0.1364,0.47950000000000004,1.0,0.36687899502840904,0.45416241270123103
11,0.010577618574548635,3,0,8,0.6358,0.2893,0.0749,1.0,0.7159135298295454,0.5602241957483212
12,0.03231155166829695,1,0,1,0.9479,0.0398,0.0123,3.4,0.7940185546875,0.3911458333333333
11,0.03904949250482453,3,0,7,0.7639,0.1911,0.04499999999999988,1.925,0.5707919034090908,0.5398964251893938
11,0.01933428687251001,3,1,9,0.3505,0.6457,0.0038,2.325,0.8836647727272726,0.47115679120684
11,0.03189159466199335,3,0,0,0.2193,0.6273,0.1534,1.475,0.7028586647727273,0.5194581135010823
11,0.02619824140796416,5,0,1,0.8322,0.0102,0.1576,1.075,0.5909934303977272,0.45522810502485794
11,0.01083937865202721,4,0,2,0.0604,0.5891,0.3505,1.875,0.9673006924715908,0.5446666370738636
10,0.012577611216938048,2,1,1,0.7957,0.1304,0.0739000000000001,1.0,0.756064453125,0.49876953124999995
11,0.042930155255932745,2,1,8,0.3958,0.5226,0.08160000000000012,3.525,0.6893288352272726,0.44129971590909084
11,0.048803530016247744,5,1,5,0.6272,0.1054,0.2674,1.0,0.6241188742897729,0.5264931418678979
11,0.0136241617240794,1,2,6,0.863,0.0344,0.10259999999999998,2.775,0.6710759943181819,0.5943181818181819
11,0.012546857636426682,1,1,6,0.2489,0.5417,0.2094,8.825,0.5590909090909092,0.4545454545454545
11,0.026186475560828086,3,2,6,0.4362,0.4343,0.1295,1.0,0.7004483309659092,0.46750876686789766
10,0.04727643154861831,4,2,3,0.0793,0.0593,0.8614,1.0,1.0,0.578
12,0.010673141481327303,3,2,3,0.9768,0.0175,0.0057,3.7,0.95302734375,0.58388671875
11,0.014733907363704562,2,1,4,0.6915,0.016,0.2925,3.475,0.8227272727272726,0.5386541193181819
12,0.03433561160523748,4,1,4,0.339,0.2216,0.4394,1.0,0.80782470703125,0.4425802130448192
11,0.032701938807147245,2,2,8,0.4738,0.4371,0.08910000000000001,1.0,0.7419655539772727,0.44329944957386347
10,0.033735538117102455,5,0,7,0.7821,0.2175,0.00039999999999998896,1.0,0.6800244140625,0.4526167628184085
11,0.04285301512177607,5,1,1,0.4162,0.0098,0.5740000000000001,1.0,0.9948131214488635,0.5420285311612215
11,0.023153091047982133,4,0,6,0.8506,0.0673,0.0821,1.0,0.36255104758522727,0.4758217904587423
11,0.04050190237278583,3,1,3,0.863,0.0279,0.1091,1.475,1.0,0.6318181818181818
11,0.04850391004289694,3,1,6,0.4517,0.3441,0.2042,1.025,0.939581853693182,0.48174493963068177
12,0.02145942126675144,1,0,4,0.4547,0.3813,0.164,5.25,0.8226725260416667,0.5693806966145833
11,0.04109274731520983,1,1,6,0.4522,0.4916,0.0562,4.45,0.8882191051136363,0.5376819957386363
11,0.028789869465245484,5,1,0,0.638,0.1072,0.2548,1.0,0.5667724609375,0.5431729086343344
11,0.04389446930406517,2,0,4,0.5315,0.2323,0.2362,1.725,0.7819513494318181,0.42182712307224024
12,0.016689567335598458,2,1,7,0.5858,0.3115,0.10269999999999999,2.175,0.7953450520833334,0.4463541666666666
11,0.025928479628792814,3,0,8,0.3976,0.2709,0.3315,1.0,0.9764559659090908,0.39828263099747474
10,0.01416867265743809,1,1,9,0.3979,0.2321,0.37,6.0,0.41499999999999987,0.47562499999999996
12,0.03933899853979858,3,2,0,0.0573,0.4029,0.5398,1.25,0.9343749999999998,0.510302734375
11,0.02993502429460146,1,2,1,0.4203,0.3211,0.2586,6.875,0.3815340909090909,0.47136600378787874
11,0.04851825693237402,4,2,5,0.8936,0.0608,0.04560000000000011,1.0,1.0,0.6630681818181817
12,0.03800439622426371,4,0,10,0.6469,0.0348,0.3183,1.175,0.660479736328125,0.5856503404889789
12,0.024955591644443283,4,2,1,0.253,0.0698,0.6772,1.05,0.6697550455729168,0.41340657552083326
12,0.03589229052515927,2,1,6,0.9792,0.0109,0.009900000000000011,3.0,0.7619913736979166,0.5476603190104166
11,0.04569787724140328,2,1,5,0.9378,0.0011,0.0611,1.425,0.8905894886363637,0.5431818181818182
10,0.01635866568484018,3,2,0,0.8696,0.1124,0.018,1.925,0.94095703125,0.40718994140625
12,0.020861269333159658,2,1,5,0.6245,0.2338,0.1417,3.15,0.93271484375,0.5034912109374999
12,0.04238148270394229,3,1,0,0.6698,0.0883,0.24189999999999998,1.325,0.998828125,0.3793039957682292
10,0.03347499083883924,2,1,9,0.411,0.2069,0.3821,3.4,0.70287109375,0.5230859375
11,0.041100787695334255,1,1,9,0.7223,0.1976,0.0801,4.55,0.9335227272727273,0.3917613636363636
11,0.022275964407329978,2,2,6,0.2231,0.1446,0.6323,1.95,0.9509321732954545,0.4882213245738637
11,0.02436337728437611,3,1,6,0.1742,0.3805,0.4453,1.05,0.8163219105113637,0.3679931640625
11,0.034069603098911654,3,1,4,0.0586,0.2079,0.7335,1.0,0.6780007102272728,0.5202157315340907
11,0.038053261034372086,4,1,10,0.4261,0.5134,0.0605,1.6,1.0,0.5586363636363636
11,0.02589187529688952,3,0,0,0.4164,0.4731,0.11049999999999999,1.025,0.9901899857954547,0.45490944602272726
11,0.039314592959301654,4,1,2,0.6866,0.0841,0.2293,1.95,0.8710537997159091,0.4173872514204545
11,0.046569815974494555,4,2,9,0.3335,0.3234,0.3431,1.0,0.6966974431818181,0.6723277698863634
12,0.045966802751948165,4,2,1,0.297,0.1897,0.5133,1.0,1.0,0.5770833333333334
10,0.04948940845089706,4,1,7,0.6095,0.2635,0.127,1.0,0.995048828125,0.5033333333333333
11,0.04752450228262884,2,1,4,0.997,0.0009,0.0021,4.275,0.9446022727272727,0.46413352272727276
11,0.03196464604302878,1,0,3,0.8697,0.0425,0.0878,6.625,0.8126420454545455,0.6270596590909092
11,0.048331577512782324,3,1,9,0.9225,0.0043,0.0732,1.55,0.7489790482954546,0.31224143288352274
11,0.011339316419559724,3,0,0,0.3632,0.3223,0.3145,1.0,0.7311834161931817,0.5757473053141711
11,0.040189090952039964,3,2,2,0.7107,0.0643,0.225,1.0,0.9282270951704547,0.3960733309659092
10,0.04725825195210019,3,1,2,0.1946,0.6436,0.1618,1.625,0.91087890625,0.5170149739583334
11,0.04529304738024883,4,0,7,0.1777,0.6599,0.1624,1.0,0.446133700284091,0.45935200792933395
11,0.0130292687607668,4,1,2,0.4012,0.3505,0.2483,1.0,0.6677556818181818,0.6138645981297349
10,0.03195517896744923,3,0,4,0.8776,0.052,0.0704,1.325,0.727685546875,0.5613767311789772
10,0.015742306224497533,3,1,3,0.226,0.3885,0.3855,1.075,0.9243359375000001,0.4061348470052083
11,0.024203233436780672,3,1,7,0.384,0.0668,0.5492,1.05,0.7501908735795454,0.559225186434659
11,0.03645369755267823,3,0,7,0.6895,0.2336,0.0769,1.625,0.9361749822443182,0.48782660073199224
