N,p,n,k,lam,alpha_attr,alpha_rob,alpha_match,scc_outcome,robustness_outcome,match_outcome
11,0.017081422313698327,2,2,1,0.0072,0.6252,0.3676,6.15,0.9891335227272726,0.35043323863636366
11,0.02443184731491623,5,2,6,0.6472,0.0663,0.2865,1.0,0.6349831321022728,0.45708229758522734
12,0.023012445649784382,2,1,2,0.2464,0.6993,0.0543,3.775,0.8416666666666668,0.5291666666666666
11,0.03276488893104245,5,2,6,0.047,0.4191,0.5339,1.0,0.9927490234375,0.5444313742897726
11,0.02565517741661233,5,0,7,0.3294,0.5342,0.13640000000000002,1.0,0.858797940340909,0.4172013874797077
11,0.014778889119453008,3,0,6,0.0029,0.8082,0.1889,1.025,0.9788330078124998,0.5424899014559659
11,0.025747545179491862,3,1,6,0.925,0.0556,0.0194,3.0,0.8448863636363637,0.5842329545454545
12,0.04465164058526632,5,0,2,0.3301,0.6002,0.06970000000000011,1.0,0.5527791341145833,0.4704929210521557
11,0.01415369393118973,2,0,8,0.7309,0.0188,0.2503,1.025,0.890804776278409,0.6383162857650163
11,0.024699635036295953,1,2,5,0.5093,0.4653,0.02540000000000011,5.125,0.5125,0.4522727272727273
11,0.027007891527090128,3,1,10,0.1861,0.6363,0.1776,1.0,0.9248845880681819,0.4757587224786931
11,0.03069892825097515,1,0,8,0.7411,0.1381,0.1208,3.875,0.2954545454545455,0.41642844460227274
11,0.04421297219767287,4,1,9,0.7183,0.1168,0.1649,1.0,0.9574995561079547,0.4836936257102272
11,0.02366076857699906,4,2,5,0.2238,0.5228,0.2534,1.0,1.0,0.5651515151515151
11,0.015286800938535162,3,1,0,0.5305,0.4328,0.0367,1.575,0.9986083984375,0.5791608220880682
11,0.03433094744812778,3,0,1,0.5366,0.2763,0.1871,1.4,0.7441983309659091,0.3457526929450757
11,0.024971839322649084,2,0,4,0.7368,0.1562,0.10700000000000001,2.875,0.6617143110795455,0.4898097182765152
12,0.01254363908150988,5,2,3,0.7817,0.1456,0.0727,1.0,0.7730712890624999,0.6116773817274307
12,0.01945629103133771,5,2,2,0.8721,0.1201,0.0078,1.0,0.88876953125,0.5741377766927082
10,0.02990218802293835,2,1,8,0.0245,0.6111,0.3644,1.2,0.9074511718749999,0.4714887346540177
12,0.013819919522438094,2,1,6,0.2621,0.4776,0.2603,6.925,0.6927734375000001,0.4262939453125
12,0.012826072641050588,1,2,7,0.719,0.2506,0.0304,5.325,0.873046875,0.7695963541666668
11,0.023993303710073806,2,1,6,0.4098,0.3226,0.2676,5.125,0.7292436079545456,0.5434836647727272
12,0.017197004582586977,2,0,3,0.525,0.3846,0.0904,1.0,0.9113016764322914,0.5377548217773438
10,0.021450752036898574,5,0,1,0.4186,0.2118,0.3696,1.0,0.621923828125,0.517332763671875
12,0.016591833715750733,3,2,8,0.761,0.0783,0.1607,1.175,1.0,0.6645833333333332
12,0.04342520353083049,3,0,2,0.2778,0.3368,0.3854,1.1,0.8165486653645834,0.43823321307146995
12,0.011818536528261377,2,1,3,0.307,0.346,0.347,4.275,0.7430786132812501,0.4271708170572917
10,0.03629241862412799,3,2,7,0.6675,0.2157,0.1168,1.025,1.0,0.7975
10,0.031187064884999623,3,1,8,0.1817,0.0421,0.7762,1.025,0.5385888671875,0.439251708984375
11,0.020784817643797013,5,1,8,0.4336,0.3363,0.2301,1.0,0.7755104758522728,0.5882419778843119
10,0.025006804778401247,3,2,3,0.205,0.6699,0.1251,2.75,0.750625,0.5269012451171874
12,0.019620893139128338,1,0,9,0.9088,0.0035,0.08769999999999999,4.625,0.9631510416666667,0.7361328125
11,0.04885292232280417,3,0,5,0.4448,0.5529,0.002300000000000111,1.25,0.9654452237215908,0.5111953272964016
12,0.041058618076092325,4,0,9,0.5054,0.3646,0.13000000000000012,1.0,0.39278157552083337,0.3589751688639324
11,0.04404100876329239,4,1,2,0.0516,0.1394,0.809,1.0,0.9943004261363637,0.5350349195075758
10,0.036120820763396046,2,2,4,0.345,0.4234,0.2316,1.975,0.603203125,0.5837792968750003
10,0.049618293840862006,5,1,6,0.3451,0.3472,0.3077,1.0,0.6302685546875001,0.44146484374999995
10,0.021482598952304456,5,1,8,0.0066,0.6893,0.3040999999999998,1.0,0.9995312500000001,0.5824698172433035
11,0.014510937028384832,2,0,3,0.2287,0.7518,0.01950000000000001,2.425,1.0,0.7215909090909092
11,0.023700479101368424,4,0,6,0.0422,0.2035,0.7543,1.0,0.5698774857954546,0.5419488470513861
12,0.015520981385793414,4,1,8,0.2693,0.5902,0.1405,1.025,0.7580627441406251,0.45120224725632435
12,0.04101708770989126,4,2,8,0.5804,0.1935,0.2261,1.0,1.0,0.58125
10,0.012396202626506859,3,0,8,0.9724,0.0136,0.014,1.15,0.6715087890625,0.5706725463867188
10,0.03275251148680284,4,1,8,0.7354,0.1091,0.1555,1.0,0.7572802734375,0.5784301757812499
11,0.04480083284817054,2,2,8,0.6947,0.0995,0.2058,2.0,0.7406605113636364,0.6894531250000001
11,0.02075855442367935,4,0,3,0.705,0.0125,0.28250000000000003,1.0,0.8972966974431819,0.3759925255408654
11,0.028937890800183393,3,2,6,0.6285,0.3106,0.060900000000000114,1.075,0.8189186789772727,0.4143798828125
11,0.02474589598580651,3,1,8,0.6766,0.0453,0.2781,1.025,0.8542347301136364,0.7272727272727273
11,0.04977988483995888,1,1,3,0.7571,0.0661,0.17679999999999998,8.25,0.8271129261363637,0.4806640625
10,0.018565721824828265,4,1,2,0.4848,0.4315,0.0837,1.0,0.771171875,0.38552490234375
12,0.045710290540901144,3,0,3,0.6529,0.2706,0.0765,2.475,0.5412150065104167,0.5420384724934897
10,0.04939620368079756,5,1,9,0.0157,0.7535,0.2308,1.0,0.807509765625,0.3966306152343751
12,0.041819124449286434,4,0,2,0.9082,0.0571,0.03470000000000001,1.0,0.8035552978515625,0.5159225124782986
10,0.048621935355595586,4,0,6,0.876,0.0519,0.0721,1.0,0.5549658203125001,0.44097852099072804
10,0.02316154110699935,4,0,7,0.1964,0.4922,0.3114,1.0,0.44437499999999996,0.42845511300223216
11,0.044562562188595785,4,1,3,0.049,0.6854,0.2656,1.0,0.7760830965909091,0.47657211766098495
10,0.018885939505454294,2,2,10,0.4761,0.5218,0.0021,6.7,0.8030957031250001,0.4025
11,0.013609671817539679,4,1,5,0.0093,0.4046,0.5861000000000001,1.0,0.999422940340909,0.5768148656834894
10,0.01443349694542167,3,1,8,0.891,0.0994,0.0096,1.0,1.0,0.5925
12,0.041542177536187344,4,1,1,0.2027,0.3464,0.4509,1.0,0.6581583658854167,0.5425587972005207
10,0.014443670672063754,3,2,0,0.1369,0.4839,0.3792,1.05,0.9852343749999999,0.3251627604166667
12,0.04455899268968112,4,0,4,0.2906,0.4621,0.2473,1.0,0.6939666748046875,0.31083257039388024
11,0.01610200890977824,5,2,1,0.7558,0.1166,0.12760000000000002,1.0,0.6708140980113637,0.545782803622159
10,0.014642747911083418,5,2,3,0.9646,0.0222,0.01319999999999999,1.0,0.6778906250000001,0.6197705078124999
11,0.01862275139589168,3,0,0,0.4599,0.4786,0.06149999999999999,1.1,0.42887517755681814,0.5036310985834911
11,0.04912312739365809,3,0,9,0.458,0.3147,0.2273,1.0,0.5791881214488637,0.6174937855113637
11,0.01599162362143741,5,0,3,0.3729,0.3509,0.2762,1.0,0.5103493430397726,0.47565541482533674
12,0.030191239343777675,5,0,9,0.4916,0.091,0.4174,1.0,0.4652770996093749,0.5696353972463898
11,0.018197659770390374,2,2,4,0.4227,0.2191,0.3582,4.725,0.8338068181818183,0.5319957386363636
12,0.036630320461216684,3,2,2,0.9498,0.0206,0.029600000000000112,1.05,0.6515462239583334,0.6837860107421875
11,0.033243533536668125,4,1,6,0.4666,0.104,0.4294,1.075,0.659130859375,0.5808857619160352
10,0.02252493184608548,4,2,9,0.2542,0.6141,0.1317,1.0,0.8041406249999999,0.5811222330729167
10,0.013723157067258055,3,2,1,0.5709,0.3692,0.05990000000000011,1.7,0.7423730468749999,0.6474355468749999
11,0.04552267007657897,3,0,7,0.189,0.3817,0.4293,1.0,0.9134410511363636,0.5956914728338069
11,0.03254814272020766,4,1,4,0.6088,0.3154,0.0758,1.0,0.8960427024147727,0.5104798473011363
12,0.03746940934551885,3,1,6,0.0718,0.0617,0.8665,1.025,0.6990804036458333,0.8487101236979167
12,0.033952561950323895,3,1,1,0.8952,0.0072,0.0976,1.025,0.7706787109375001,0.5726016574435764
12,0.028240487871637895,4,1,4,0.9052,0.0354,0.0594,1.1,0.901934814453125,0.6096990240187872
10,0.031093994224984135,1,0,6,0.0818,0.828,0.0902,4.225,0.94015625,0.48838378906250013
12,0.015084213769300282,5,1,8,0.9988,0.0006,0.0006,1.0,0.8222218831380209,0.696333719889323
11,0.01730327463810196,2,1,9,0.306,0.099,0.595,1.55,0.7927556818181818,0.5128284801136365
12,0.035916585206576944,3,2,6,0.0251,0.8285,0.1464,1.875,0.9970865885416667,0.5748128255208333
12,0.027814420266276327,4,2,9,0.2697,0.7174,0.0129,1.0,0.8235738118489584,0.556903839111328
10,0.02627222586631907,2,1,2,0.8126,0.0039,0.1835,1.725,0.93296875,0.502453125
11,0.017793097815031255,3,1,5,0.0052,0.7928,0.2020000000000001,1.175,0.996590909090909,0.4545454545454545
11,0.045996083642982466,2,0,7,0.8364,0.0721,0.09149999999999987,1.95,0.9723188920454546,0.45479625355113634
10,0.03434846998733304,2,2,4,0.75,0.0157,0.23429999999999998,4.525,0.5168554687499999,0.46019287109375
12,0.04277193179939168,3,1,4,0.8541,0.0141,0.1318,1.025,0.8225382486979166,0.49880514705882356
12,0.02761413422844823,4,1,10,0.9633,0.0246,0.012100000000000012,1.0,0.5221720377604165,0.4818595886230469
11,0.012062411368631138,4,1,7,0.1364,0.1044,0.7592,1.0,0.914208984375,0.6284745649857955
12,0.024672079098297803,4,2,7,0.1345,0.3395,0.526,1.0,0.7565195719401043,0.602230707804362
10,0.014080116100984884,3,2,3,0.2795,0.0227,0.6978,1.0,1.0,0.5900000000000001
10,0.03836529088817735,4,2,3,0.2868,0.6286,0.0846,1.25,0.9825488281249999,0.40523437500000004
10,0.030747026388606033,1,2,10,0.3237,0.2511,0.4252,8.5,0.805,0.495
11,0.013109919623057539,3,1,1,0.3768,0.3259,0.2972999999999999,1.075,0.6435879794034091,0.5726533647017045
12,0.022007508473222567,3,1,6,0.3758,0.1126,0.5115999999999998,2.475,0.5522745768229166,0.29006944444444444
12,0.022060491686052883,3,2,10,0.3548,0.3167,0.3285,1.0,1.0,0.6604166666666667
11,0.029099945629011977,4,0,3,0.3288,0.1102,0.561,1.025,0.5014271129261363,0.42296738133285994
11,0.03332019759954238,1,0,7,0.7783,0.1436,0.0781,8.55,0.7255681818181818,0.5670454545454546
11,0.02963939801275703,2,1,7,0.5019,0.1412,0.3569,1.075,0.6953546697443181,0.5642805619673295
11,0.037537801414687835,4,1,1,0.7325,0.2329,0.0346,1.0,0.5535089666193181,0.4817157167376894
11,0.029478527923577025,1,1,2,0.9176,0.0593,0.0231,6.125,0.8010209517045455,0.5342462713068181
11,0.011493042092286939,3,1,3,0.2899,0.4043,0.3058,1.0,0.6620427911931818,0.38035333806818183
12,0.02838918510081999,2,1,8,0.8284,0.0923,0.0793,1.15,1.0,0.4979166666666667
11,0.03709827085472105,3,1,6,0.3143,0.5903,0.09540000000000001,1.0,0.874396306818182,0.4918440385298296
11,0.013746552674234346,3,1,1,0.9571,0.0234,0.0195000000000001,1.05,0.6627663352272728,0.4900634765625
10,0.012421307023470503,3,1,5,0.5808,0.2143,0.2049000000000001,1.0,1.0,0.6
11,0.027432634006639804,1,1,3,0.7004,0.0758,0.2238,7.7,0.6399147727272728,0.5010298295454545
10,0.02462145446251233,3,0,3,0.1564,0.7863,0.0573,1.525,0.6514697265625001,0.5477137044270833
10,0.030642322709291687,3,0,9,0.5248,0.0152,0.45999999999999996,1.025,0.6370410156250002,0.5229178292410716
11,0.047854751645824804,4,1,6,0.2132,0.212,0.5748,1.0,0.621768465909091,0.5447553415009468
10,0.04209082155068604,3,1,6,0.4395,0.3382,0.2223,1.175,0.527734375,0.5268896484375001
11,0.04088310284125333,1,0,6,0.2986,0.2262,0.4752,7.95,0.6193181818181817,0.5004261363636363
10,0.04509478528786058,4,0,9,0.4635,0.2451,0.2914,1.0,0.43499511718749984,0.4824947684151786
12,0.04096294709484001,1,1,4,0.8089,0.0663,0.12480000000000001,5.625,0.7458333333333333,0.4760416666666667
11,0.037248620461210906,2,1,1,0.397,0.4708,0.1322,2.6,0.7806995738636364,0.4767300692471591
10,0.015425941480770745,4,1,3,0.1201,0.012,0.8679,1.0,1.0,0.5974999999999999
12,0.03080201205113537,1,1,9,0.6613,0.1596,0.1791,5.075,0.5718098958333334,0.5470703125
10,0.03386812757560279,2,0,2,0.1161,0.8519,0.03199999999999999,2.85,0.783466796875,0.4180908203125
11,0.03799327046687109,2,1,2,0.3799,0.5485,0.0716,3.475,0.7669833096590908,0.47882901278409096
11,0.026821368376878207,4,0,6,0.9775,0.0105,0.01199999999999999,1.0,0.742569247159091,0.42273323008332164
12,0.04222676196837094,4,1,7,0.9314,0.0232,0.0454,1.0,0.8513987223307289,0.6055108388264973
11,0.03768224006489954,3,0,4,0.5081,0.0774,0.4145,1.025,0.6516668146306819,0.6209558528223079
10,0.04248657542327644,2,1,5,0.448,0.0719,0.48009999999999997,2.575,0.72578125,0.43373046875
11,0.043865417693964855,2,2,7,0.6783,0.1295,0.1922,1.125,0.7050071022727273,0.38868241743607956
11,0.014983870557269824,4,2,3,0.9656,0.0226,0.011800000000000012,1.0,0.7800426136363636,0.4098732159767316
11,0.038724754769004194,4,2,4,0.2876,0.0264,0.686,1.0,0.9507479580965909,0.5485068581321022
12,0.04339842390641492,1,2,8,0.5141,0.0578,0.4281,5.475,0.7137207031249999,0.684375
11,0.03021236814602629,4,1,9,0.8464,0.065,0.0886,1.0,0.7827703302556819,0.6157314019801814
12,0.017334343431699175,4,2,1,0.6409,0.1178,0.2413,1.0,0.7477203369140624,0.43718299865722654
11,0.04848443778225078,3,2,3,0.9704,0.0201,0.00949999999999999,1.0,0.6617276278409092,0.6062417879971591
12,0.017553075437200798,4,0,2,0.8144,0.0681,0.1175,1.025,0.53365478515625,0.4487092025925644
10,0.01426133560307669,3,1,2,0.9751,0.0114,0.013500000000000111,1.025,0.5643896484375001,0.45386230468749994
11,0.028527192542212747,5,1,7,0.1864,0.6905,0.1231,1.0,0.5984530362215909,0.42148026899857954
11,0.04078705883726252,1,2,1,0.4687,0.3372,0.1941,5.1,0.6759943181818182,0.5076598011363636
12,0.03602985032570201,4,1,7,0.3984,0.5369,0.0647,1.025,0.9673014322916668,0.7350818210177952
11,0.045882650747755355,4,1,5,0.0879,0.1493,0.7628,1.0,0.8410777698863636,0.5552867542613636
11,0.03858118290670275,5,1,3,0.9141,0.0551,0.03080000000000001,1.0,0.9776544744318183,0.47654024991122157
10,0.021041946430467764,5,0,6,0.3257,0.6009,0.0734,1.0,0.6165820312499999,0.5316876798930921
11,0.010892203119179834,1,0,3,0.7774,0.1029,0.11970000000000001,5.475,0.983806818181818,0.48068181818181815
11,0.04458863860107318,2,0,7,0.4563,0.1417,0.402,1.575,0.883944424715909,0.5302796389329881
10,0.02922665751678432,2,1,1,0.8974,0.0189,0.0837,1.05,0.929541015625,0.48715026855468757
11,0.03547596428636413,3,1,9,0.4284,0.3226,0.249,1.0,0.852676669034091,0.4519287109375
11,0.04835520303821432,3,2,0,0.5164,0.2496,0.234,1.025,0.8568181818181818,0.4515151515151515
12,0.024403297994942466,3,2,4,0.3159,0.0571,0.627,1.0,1.0,0.33124999999999993
12,0.03740933195158084,4,0,4,0.7017,0.1734,0.1249,1.0,0.9827738444010414,0.6277666897243923
11,0.03742584674988345,3,1,5,0.0774,0.3897,0.5329,1.025,0.5376797762784091,0.5492129239169034
12,0.028697934379769224,3,0,9,0.454,0.4775,0.0685,2.725,0.6184193929036457,0.37427986340645025
10,0.038956354750880495,4,0,6,0.8388,0.0213,0.1399,1.0,0.510009765625,0.5601666341145835
12,0.02254738927595428,2,2,2,0.4591,0.3137,0.2272,1.95,0.921209716796875,0.5104939778645834
12,0.01194900871037734,2,1,2,0.9332,0.049,0.0178,1.15,0.7514882405598958,0.5796440972222223
10,0.02328796108597187,3,2,7,0.6349,0.1517,0.2134,2.65,0.7928124999999998,0.48421875
12,0.031801738220076224,4,0,7,0.0435,0.8196,0.13690000000000002,1.0,0.7839945475260418,0.4827240624152787
10,0.029763750018217676,2,1,7,0.8659,0.0419,0.0922,1.9,0.7333398437499999,0.5761928013392857
11,0.022909177378127924,4,2,2,0.7982,0.0385,0.1633,1.0,0.7968927556818182,0.5960546875000001
11,0.03558084494811673,5,0,1,0.4625,0.0339,0.5036,1.0,0.7073109019886366,0.5706086763984712
12,0.046751128655391404,3,1,7,0.4904,0.4952,0.01439999999999999,1.85,0.792431640625,0.47134719122023816
11,0.027048876222241294,4,2,6,0.971,0.0099,0.0191,1.0,0.8297940340909091,0.4545854048295454
11,0.027981531975743136,3,1,5,0.4331,0.4071,0.1598,1.0,0.6026744495738636,0.5429425233783144
11,0.03543347350306206,2,1,8,0.14,0.8548,0.0052,3.15,1.0,0.36363636363636365
12,0.03264457857494005,1,0,8,0.3356,0.5827,0.08170000000000001,9.0,0.687890625,0.5024088541666667
12,0.012746825992760284,5,1,4,0.1003,0.7427,0.157,1.025,0.986737060546875,0.502080829326923
11,0.04961180372903241,4,1,7,0.0773,0.6879,0.2348,1.0,0.9304931640625,0.35329922762784094
11,0.03627870271845093,2,1,7,0.1232,0.0385,0.8383,1.775,0.7361683238636363,0.5226316341683883
10,0.01743474387782134,3,0,3,0.5184,0.2698,0.2118,1.0,0.85298828125,0.5918086381392046
12,0.022357938282572085,3,1,1,0.9679,0.0229,0.00919999999999999,1.05,0.9456583658854167,0.5003367106119792
12,0.01499419288338557,3,1,7,0.2726,0.221,0.5064,1.0,1.0,0.578125
11,0.02308980074398035,2,0,3,0.3714,0.5705,0.0581,1.075,0.47837357954545456,0.6838245738636364
11,0.036931984280413624,4,2,9,0.1788,0.5265,0.2947,1.05,0.6480513139204546,0.49322176846590915
11,0.014027441645388413,3,1,1,0.2507,0.0988,0.6505,2.725,0.8116477272727274,0.44197443181818186
10,0.01234039600811938,2,1,0,0.1748,0.1092,0.716,2.925,0.9956201171875,0.49974748883928566
12,0.03622301947768452,3,1,5,0.8648,0.129,0.006199999999999989,1.175,0.607763671875,0.5913048807779948
11,0.04638818367312956,3,1,6,0.4617,0.3566,0.1817,1.275,0.7815252130681818,0.47867431640625
12,0.04280066700919795,4,2,6,0.5121,0.2168,0.2711,1.1,0.8443644205729166,0.4888425827026367
11,0.047233004990275204,4,1,9,0.8057,0.1448,0.0495,1.0,0.5959428267045455,0.4526350541548296
12,0.03590215782774516,5,1,1,0.1735,0.7694,0.05710000000000001,1.0,0.9566243489583336,0.5282700220743815
11,0.02389540587925334,2,1,5,0.673,0.1216,0.2054,2.225,0.8227272727272726,0.488671875
12,0.014797453847905767,4,2,1,0.9244,0.0722,0.0034,1.0,0.6882283528645832,0.5431682332356771
12,0.03303044574552347,4,2,7,0.4234,0.163,0.4136,1.0,0.8472198486328125,0.43126780192057285
11,0.02610307115188782,4,2,8,0.0935,0.0231,0.8834,1.0,0.683487215909091,0.5996271306818182
11,0.02489084629141672,3,1,5,0.3643,0.3564,0.2793,1.525,0.8615056818181817,0.4254275021853148
11,0.01910358234554136,3,2,3,0.8864,0.1046,0.009,1.0,0.8480024857954543,0.20722434303977275
11,0.015718181819184447,1,2,3,0.5288,0.1422,0.329,3.125,0.6581764914772728,0.5365156693892045
12,0.046829106715763257,2,0,6,0.0652,0.018,0.9168000000000001,2.575,0.6401163736979166,0.5326507568359375
11,0.039405647920249684,4,1,5,0.3617,0.1327,0.5056,1.0,0.5977361505681817,0.5728372099905303
10,0.047850203798618006,4,2,8,0.7441,0.0819,0.174,1.075,0.695361328125,0.4537043457031249
12,0.0322442627857346,2,0,1,0.1177,0.258,0.6243,1.55,0.9989969889322918,0.5261662801106771
11,0.026644111001612306,4,0,1,0.1514,0.5804,0.2682,1.0,0.9504106001420454,0.5312714547821971
10,0.04260853946967417,4,0,2,0.1165,0.598,0.2855,1.0,0.72412109375,0.5805079287574404
10,0.027777542298818632,4,2,8,0.9804,0.008,0.0116,1.0,0.6364453125,0.42127441406250005
11,0.013842740747648177,4,1,5,0.3884,0.5862,0.025399999999999777,1.0,0.7306285511363637,0.5988381125710227
10,0.04900569944998759,1,1,1,0.5593,0.0254,0.4153,5.125,0.634375,0.478125
12,0.02339466250247221,1,2,8,0.5392,0.3441,0.1167,6.925,0.7296549479166666,0.4829427083333334
11,0.025744441352717667,3,2,3,0.2441,0.6395,0.11640000000000002,1.025,0.8525035511363637,0.47131656795353083
11,0.03918434067697966,4,0,5,0.346,0.0003,0.6537,1.0,1.0,0.5215151515151513
12,0.021852358149911565,4,1,0,0.6644,0.0911,0.24450000000000002,1.0,0.97587890625,0.4166666666666667
11,0.0468833565772986,4,2,1,0.1754,0.6105,0.2141,1.0,0.918619051846591,0.4715304287997159
11,0.02671174474559001,5,1,8,0.1848,0.2136,0.6016,1.0,0.9698774857954546,0.545852568655303
12,0.02287191136072305,1,0,0,0.1042,0.2652,0.6306,7.125,0.8880208333333334,0.5067220052083334
12,0.034642374837629615,1,0,7,0.1168,0.4582,0.425,7.875,0.6734374999999998,0.4390625
10,0.03131718068798029,3,1,1,0.8189,0.0857,0.0954,1.3,0.758154296875,0.6016666666666667
11,0.04424806121116092,2,1,6,0.1854,0.5292,0.2854,3.5,0.778409090909091,0.4816335227272727
12,0.04614278873665138,4,0,9,0.8336,0.1546,0.0118,1.0,0.5315684000651041,0.4589027659098307
12,0.03751013887878677,5,1,10,0.6712,0.0725,0.2563,1.0,0.6886871337890624,0.34067382812499997
11,0.017397706640094192,2,1,8,0.4594,0.1732,0.3674,1.025,0.7031760475852272,0.6012950550426137
11,0.03306541746059184,2,2,1,0.3582,0.4815,0.1603,4.2,0.5976584694602272,0.4348677201704545
11,0.04107739010413191,4,0,7,0.6009,0.3077,0.09140000000000001,1.025,0.9951526988636363,0.4767696231990666
10,0.01713839737061741,2,2,3,0.8811,0.0758,0.0431,2.15,0.7471093750000002,0.6099511718749999
12,0.01679700846103086,4,0,9,0.2599,0.0333,0.7068,1.05,0.7401428222656251,0.4430244668737634
11,0.014225362707163194,2,1,4,0.9695,0.0037,0.02679999999999999,2.475,0.8448863636363637,0.41006392045454554
11,0.04987784019292099,5,1,1,0.0972,0.8335,0.06930000000000001,1.0,0.9877574573863637,0.6794928810813209
11,0.024326664852366425,3,1,8,0.8443,0.0347,0.121,1.0,0.7888383345170455,0.7800054376775568
11,0.03490657701677137,4,0,1,0.8085,0.1075,0.084,1.0,0.9698841441761363,0.5155412153764203
10,0.018011031932845714,1,0,9,0.0413,0.569,0.3897,6.9,0.9025000000000001,0.478671875
12,0.019948548341164975,2,0,2,0.0591,0.7555,0.1854,2.95,0.722393798828125,0.44375050862630216
12,0.02424662583612489,3,0,6,0.7835,0.1591,0.0574,1.1,0.79449462890625,0.5140254781703756
11,0.012654528317755988,2,1,4,0.6351,0.0237,0.3412,1.1,0.8047163529829545,0.5528115012428977
11,0.0417393454678005,3,2,3,0.8855,0.0817,0.0328,1.0,0.944775390625,0.41794655539772724
11,0.014960945118577745,2,0,2,0.5963,0.1599,0.2438,2.975,0.7860262784090908,0.3815633877840908
12,0.02220792908016029,2,1,5,0.2886,0.2216,0.4898,1.475,0.99111328125,0.5016764322916666
12,0.022668010948551212,1,1,3,0.2273,0.1885,0.5842,7.75,0.6747395833333332,0.4752604166666667
12,0.04048651152465409,4,1,2,0.4754,0.4673,0.0573,1.05,0.651995849609375,0.3916525110021814
10,0.03995082959234506,2,0,9,0.4528,0.0178,0.5294,1.775,1.0,0.5325
11,0.03997650417306773,3,0,7,0.2022,0.5047,0.2931,1.25,1.0,0.4877272727272727
11,0.03199125851001582,5,1,6,0.5739,0.0796,0.3465,1.0,0.8018687855113636,0.5044527128145292
12,0.04350788780637057,2,1,2,0.8022,0.1513,0.0465,1.15,1.0,0.74375
11,0.014556095896520117,1,2,6,0.9675,0.0164,0.0161,7.95,0.8227272727272726,0.521590909090909
11,0.04873040295170318,2,2,6,0.6813,0.0891,0.2296,6.1,0.7925292968750002,0.6561745383522727
11,0.04658961848111336,2,2,3,0.3987,0.499,0.10230000000000002,5.475,0.8738636363636363,0.3982954545454545
12,0.02241215004089673,5,1,10,0.9802,0.0016,0.0182,1.0,0.9310526529947918,0.5717724100748698
11,0.011267486150236624,3,0,1,0.7029,0.1903,0.1068,1.0,0.7177623401988635,0.4139271129261363
12,0.017286343508838186,4,2,2,0.0001,0.449,0.5509,1.025,1.0,0.671875
11,0.0449404446888072,5,2,5,0.2503,0.2432,0.5065,1.0,0.9973166725852274,0.7229059392755681
12,0.03477958198543328,4,1,9,0.0968,0.489,0.4142,1.0,0.8695149739583332,0.42201868693033867
11,0.040453028233294275,2,1,5,0.6891,0.2944,0.0165,4.475,1.0,0.5409090909090908
11,0.039634702350486606,5,2,8,0.2103,0.214,0.5757,1.0,0.8230735085227273,0.20668501420454546
11,0.04229581421188325,1,0,4,0.7216,0.0784,0.2,8.275,0.640909090909091,0.4767045454545455
11,0.03655774305173094,3,0,3,0.3916,0.4131,0.1953,1.0,0.6070623224431818,0.5402972341490188
11,0.046099124038837744,4,0,2,0.5236,0.2086,0.2678,1.0,0.8228138316761363,0.5492159114493486
12,0.019735374422484873,2,2,1,0.2994,0.5318,0.1688,9.525,0.930670166015625,0.5133839925130207
10,0.021913501741399746,2,0,3,0.6585,0.2059,0.1356,2.625,0.8317626953125,0.3672616102430556
11,0.02987546986315675,2,1,4,0.0429,0.7504,0.2067,2.5,0.9901389382102274,0.3665798117897728
10,0.023028986875258443,2,1,7,0.4485,0.4787,0.07279999999999999,2.95,0.64580078125,0.3025
12,0.020316829533859375,3,2,4,0.8493,0.0818,0.0689,1.45,0.9572672526041668,0.2599202473958333
11,0.04927923144350926,2,2,2,0.5197,0.2807,0.1996,2.325,0.797176846590909,0.5643314985795453
10,0.013409119493827813,2,1,3,0.9982,0.0005,0.001300000000000111,1.05,0.98171875,0.4001953125
11,0.04583714183263833,1,1,0,0.4964,0.3029,0.2007,4.225,0.7160866477272728,0.5443181818181818
10,0.016272027086862907,4,1,6,0.1773,0.3282,0.4945,1.025,0.7144482421875,0.7041357421875001
11,0.03203468408088002,2,1,9,0.6491,0.3154,0.0355,1.975,0.7063920454545454,0.5198109019886363
10,0.03513115026442565,1,0,3,0.8408,0.0046,0.1546,6.85,0.805,0.45187499999999997
11,0.035422093612545835,2,0,0,0.0486,0.4264,0.525,2.65,0.6238192471590909,0.6022605202414771
11,0.011462639381260197,3,1,9,0.6981,0.2709,0.031,1.975,0.7756392045454545,0.3189364346590909
11,0.037947354036189734,3,2,2,0.0384,0.4813,0.4803,1.025,0.9905007102272727,0.5398748224431819
12,0.044720690730069554,2,2,9,0.6162,0.02,0.3638,5.2,0.7685872395833332,0.40096679687500003
11,0.04874491129488253,3,0,8,0.3046,0.4325,0.2629,1.0,0.4882856889204545,0.5363380333045858
12,0.024162809873471056,5,0,3,0.4504,0.0735,0.4761,1.0,0.4988250732421875,0.6522809544928426
11,0.04413732524129879,4,0,7,0.7811,0.1328,0.0861,1.0,0.5236083984375002,0.5638305604612672
11,0.032612846978639996,5,2,1,0.7274,0.2176,0.055000000000000014,1.0,1.0,0.4420454545454545
10,0.03095371229332112,2,0,10,0.1479,0.6284,0.2237,3.8,0.9131640624999999,0.5442103794642857
10,0.03736441894154935,4,1,6,0.7009,0.1756,0.1235,1.0,0.5420166015625,0.44341796875000006
