N,p,n,k,lam,ratio_rob,alpha_attr,alpha_rob,alpha_match,scc_outcome,robustness_outcome,match_outcome
10,0.016398672725225695,3,1,2,0.23242050300466816,0.0038,0.2315,0.7647,1.0,0.99458984375,0.5972631835937501
10,0.028839646390578698,3,0,7,0.3198017861613322,0.0001,0.3198,0.6801,1.0,0.5568701171875,0.5270265743371211
10,0.020882563932225214,3,1,4,0.28741436270632725,0.0049,0.286,0.7091,1.775,0.92748046875,0.31080729166666665
10,0.04289215235163744,3,2,0,0.7482976449815212,0.0038,0.7455,0.2506999999999998,1.25,1.0,0.6849999999999999
10,0.030487427235871695,3,2,8,0.8870663395956532,0.0033,0.8841,0.1126,1.025,0.99333984375,0.5666961669921875
10,0.01829168861358517,3,2,9,0.19083917165566083,0.0003,0.1908,0.8089,1.0,0.9901318359375001,0.47670735677083337
10,0.017618573145393644,3,1,1,0.8909512715444841,0.0007,0.8903,0.109,1.0,1.0,0.40125
10,0.035311059609495696,3,0,4,0.20807221361691244,0.0016,0.2077,0.7907,1.0,0.453232421875,0.5558817545572916
10,0.023040782696947894,3,1,2,0.7133935243562443,0.002,0.7119,0.28609999999999997,1.0,0.9932812500000001,0.4975579833984375
10,0.02752381391993923,3,0,8,0.18470043323893015,0.0044,0.1839,0.8117,1.25,0.6698974609375,0.49693359375
10,0.02355737578182898,3,1,1,0.7814077070249404,0.0045,0.7779,0.2176,2.075,0.9999121093750001,0.3075048828125
10,0.04058636810981606,3,2,1,0.15418634173572449,0.0035,0.1536,0.8429,1.05,0.98734375,0.5
10,0.023709703101270047,3,1,6,0.3830407737108017,0.004,0.3815,0.6145,1.0,0.9405078124999999,0.6872924804687499
10,0.021813987772218938,3,1,6,0.8307802762742038,0.0049,0.8267,0.1684,2.1,0.64236328125,0.3416814313616071
10,0.04921129013865176,3,2,3,0.9704371523521755,0.0037,0.9669,0.02940000000000001,1.0,1.0,0.6985
10,0.04564879066942034,3,2,9,0.7556066087071807,0.0016,0.7544,0.244,1.0,0.9961865234375,0.39754882812500003
10,0.014038549351564542,3,1,8,0.4596908484149221,0.0001,0.4597,0.5402,1.0,0.8646044921874999,0.482470703125
10,0.014589498866223533,3,1,5,0.3600376822221073,0.0028,0.359,0.6382,1.075,0.9956250000000001,0.693828125
10,0.012375607556709904,3,1,6,0.5972882197860678,0.0001,0.5973,0.4026,1.0,0.9970703125,0.5786555989583333
10,0.017919620145967853,3,0,7,0.373883372653472,0.0043,0.3723,0.6234,1.075,0.99390625,0.5169628906250001
10,0.0384824246960045,3,0,3,0.7383815495374013,0.0004,0.7381,0.2615,1.225,0.8596875,0.6467358398437499
10,0.04981031621381003,3,2,0,0.11736948458764952,0.0014,0.1172,0.8814,1.025,0.6286181640625,0.5180800781249999
10,0.030960107149371183,3,1,6,0.35212564016505143,0.0017,0.3515,0.6468,2.15,0.9778417968750001,0.5635717773437501
10,0.01981100691837275,3,0,6,0.5199989976996436,0.0037,0.5181,0.4782,1.2,0.8979248046875,0.6172442895239525
10,0.012167415903153681,3,1,2,0.0672629897053512,0.0,0.0673,0.9327,1.075,0.9985156249999999,0.5365
10,0.012002422890283762,3,0,7,0.5500867186504922,0.0013,0.5494,0.4493,1.1,0.945595703125,0.5385743762600806
10,0.026199509736106588,3,1,9,0.23378737919634304,0.0016,0.2334,0.765,1.0,0.99013671875,0.5950014822823662
10,0.03910645752452509,3,2,2,0.32968718282188897,0.0043,0.3283,0.6674,3.05,0.8872656250000001,0.5407031250000001
10,0.03994781594315938,3,1,2,0.9219208751900986,0.0018,0.9203,0.0779,1.0,0.945869140625,0.50783447265625
10,0.044188493286187895,3,1,4,0.630587395472024,0.0042,0.6279,0.3679,1.225,0.7992480468750001,0.4548120117187501
10,0.0417470931690315,3,1,1,0.6881032471524555,0.0042,0.6852,0.3106,1.275,1.0,0.40374999999999994
10,0.020289872370377278,3,0,4,0.14883148396210705,0.0021,0.1485,0.8494,1.0,1.0,0.5332142857142858
10,0.02704386380799724,3,0,2,0.17803873296856929,0.0029,0.1775,0.8196,1.0,0.8793115234375,0.5022020903087798
10,0.035983018870410444,3,0,5,0.510456833338056,0.0046,0.5081,0.4873,1.0,0.5942968750000001,0.451660888671875
10,0.015391411623850588,3,2,5,0.027679485165530357,0.0039,0.0276,0.9685,1.95,0.6790429687499999,0.4258419363839286
10,0.04462293569469806,3,1,9,0.3055670138916869,0.0028,0.3047,0.6925,1.1,0.9920654296875,0.5922216796875001
10,0.01854084296463611,3,1,7,0.6427887730295435,0.0013,0.642,0.3567,1.025,0.9989453125000001,0.5986272321428572
10,0.018148877502182192,3,2,9,0.24147417472459565,0.0048,0.2403,0.7549,1.0,0.5899169921875,0.5649981689453125
10,0.019598380463184854,3,1,7,0.7712955377190827,0.0019,0.7698,0.2283,1.025,0.998095703125,0.5000952148437501
10,0.048656837808983396,3,2,10,0.12002658923806185,0.0009,0.1199,0.8792,1.0,0.9916210937500001,0.50047607421875
10,0.027610167285683315,3,1,3,0.21287818861899704,0.0003,0.2128,0.7869,1.1,0.9858203124999999,0.5933723958333333
10,0.014758320580386512,3,1,9,0.8058701876276957,0.0027,0.8037,0.1936,1.975,0.99103515625,0.6934564208984375
10,0.04669042773296931,3,0,5,0.5330911388378389,0.0028,0.5316,0.4656,1.775,0.9859179687499999,0.5769669596354168
10,0.021064281143880405,3,1,6,0.7363084092387128,0.0007,0.7358,0.2635,1.0,0.9935253906250001,0.51805224609375
10,0.019673054828223055,3,1,5,0.0045209841263989655,0.0004,0.0045,0.9951,1.0,0.952392578125,0.374029541015625
10,0.03883656564199309,3,0,1,0.7952442628542326,0.0011,0.7944,0.2045,1.05,0.6312255859375,0.7001780192057291
10,0.03172791765841697,3,2,7,0.6604931588917908,0.005,0.6572,0.3378,1.05,0.7230224609375,0.397705078125
10,0.045757048378791416,3,2,1,0.0010643789147659585,0.0032,0.0011,0.9957,1.0,0.9929101562500001,0.5908916015625
10,0.031888407501809456,3,1,0,0.663923976223018,0.0017,0.6628,0.3355,1.2,0.990244140625,0.4910693359375
10,0.029042791641655602,3,1,2,0.44201082704282196,0.0004,0.4418,0.5578,1.0,0.99578125,0.6925
10,0.01423971092080327,3,1,2,0.12892359732112008,0.0027,0.1286,0.8687,1.0,0.977880859375,0.5167106119791666
10,0.033467900704234506,3,0,6,0.854712072150672,0.0007,0.8541,0.1452,1.0,0.9903906250000001,0.5835567959872159
10,0.029472212088642744,3,1,9,0.9233888843114886,0.0045,0.9192,0.0763,1.0,0.9913623046875,0.593212890625
10,0.03482172706243733,3,2,4,0.4921454515120781,0.0012,0.4916,0.5072,1.25,0.9969921875000001,0.6499999999999999
10,0.0137962290079924,3,1,3,0.26807600683671134,0.0033,0.2672,0.7295,1.0,1.0,0.5891666666666667
10,0.02499521347605612,3,1,10,0.9679168634611068,0.0022,0.9658,0.032,1.125,0.7712109375,0.436435546875
10,0.03221147254900464,3,0,4,0.38755704641047095,0.001,0.3872,0.6118,1.05,0.6359765625,0.6061157226562499
10,0.020063996632372714,3,2,5,0.9376823263130272,0.0047,0.9333,0.062,1.375,0.993720703125,0.5126177978515626
10,0.04110723848629168,3,1,6,0.06489594625596724,0.0019,0.0648,0.9333,1.375,0.8929785156250001,0.63475341796875
10,0.02428784328646067,3,1,4,0.3328128817286977,0.0047,0.3313,0.664,1.025,0.991943359375,0.6968682861328125
10,0.01777178392281588,3,1,3,0.2614142596959365,0.0034,0.2605,0.7361,1.0,0.9930859375000001,0.6993505859375
10,0.03792487833684347,3,1,5,0.9837435570222366,0.004,0.9798,0.0162,1.05,0.99396484375,0.595899658203125
10,0.03414736953374842,3,1,1,0.7073705161478838,0.0025,0.7056,0.2919,1.0,0.9924902343750001,0.5967805989583332
10,0.026719107665767926,3,1,1,0.6672816319778033,0.0016,0.6662,0.3322,1.825,0.9243945312499999,0.49758463541666664
10,0.031171057709190382,3,1,8,0.9497752542650524,0.0049,0.9451,0.05,1.0,0.7439062499999999,0.4675253906250001
10,0.016430231386927834,3,1,6,0.21574293036854347,0.0008,0.2156,0.7836,1.0,0.9045214843749999,0.5717877197265624
10,0.03835187047655622,3,2,6,0.4678752634025394,0.0034,0.4663,0.5303,1.075,0.737470703125,0.38172363281250005
10,0.01444323100774034,3,2,5,0.5846936573892862,0.0034,0.5827,0.4139,1.025,0.999033203125,0.49514648437500003
10,0.026354623485682578,3,1,3,0.01796400520359397,0.0048,0.0179,0.9773,1.05,0.7276171875,0.63544921875
10,0.02648228826548029,3,0,10,0.8638566176180335,0.0031,0.8612,0.1357,1.0,0.9906787109374999,0.5796377766927084
10,0.01065582350782574,3,1,4,0.9332929952810927,0.0038,0.9297,0.0665,1.0,0.9475927734375,0.5827705891927083
10,0.025802265544875497,3,1,3,0.8567977837135657,0.0022,0.8549,0.1429,1.275,0.9759765625,0.44539550781250004
10,0.025519484045634568,3,0,8,0.2025048077454425,0.0026,0.202,0.7954,1.975,0.5521484375,0.73414306640625
10,0.011742095194898952,3,2,2,0.9960554791896495,0.0047,0.9913,0.003999999999999989,1.0,0.998544921875,0.45422281901041667
10,0.034760543087065415,3,2,0,0.045220362585500225,0.0005,0.0452,0.9543,1.425,0.99599609375,0.49917154947916664
10,0.037498373710418774,3,1,6,0.9883849512229671,0.0015,0.9869,0.0116,2.175,0.7684375,0.32265625000000003
10,0.030266733153032396,3,1,4,0.46282568345717057,0.0028,0.4615,0.5357,1.025,0.8321972656250001,0.5962641059027778
10,0.040906759478785734,3,1,0,0.6040668507633714,0.0027,0.6024,0.3949,1.0,0.8493798828125,0.6140234374999999
10,0.023884209179411038,3,0,6,0.9075920727535629,0.0046,0.9034,0.092,4.025,1.0,0.5387222222222222
10,0.014380337006071286,3,2,7,0.6236668473552035,0.0049,0.6206,0.3745,1.0,0.9994335937500001,0.6205729166666666
10,0.023140285551734835,3,1,4,0.397830778884122,0.002,0.397,0.601,1.0,0.9794726562499999,0.4525778198242188
10,0.02236470853309031,3,1,7,0.5214393861936609,0.0028,0.52,0.4772,1.2,0.8571191406249999,0.32362548828125004
10,0.044982872160282815,3,1,8,0.952926992595549,0.0024,0.9507,0.04690000000000001,1.45,0.8468359375000001,0.4154996744791667
10,0.015589808130544239,3,1,2,0.023257964898177066,0.0021,0.0232,0.9747,1.0,1.0,0.5591666666666666
10,0.04701671907043535,3,1,9,0.17259069521490517,0.0033,0.172,0.8247,1.225,0.999033203125,0.4713745857007575
10,0.0180957562524887,3,1,8,0.27796275182521946,0.0009,0.2777,0.7214,1.0,0.993896484375,0.3978776041666666
10,0.04511144775243353,3,1,3,0.97421358800034,0.0031,0.9712,0.0257,1.4,0.9947167968749999,0.59737109375
10,0.02922725755118087,3,2,7,0.09225648768964727,0.0031,0.092,0.9049,2.85,0.805,0.473125
10,0.042942992158737876,3,0,8,0.5774829396447996,0.0006,0.5772,0.4221999999999998,1.05,0.9063183593749997,0.50431640625
10,0.04406864970990805,3,2,3,0.6357809731042113,0.002,0.6345,0.3635,1.025,1.0,0.6875
10,0.027865843089495433,3,1,8,0.841041949992289,0.0016,0.8397,0.1587,1.05,0.8123144531249998,0.861654052734375
10,0.0324551647718642,3,1,9,0.5393905237368177,0.0015,0.5386,0.4599000000000001,1.1,0.9923730468749999,0.49857910156249996
10,0.03274388287930729,3,1,0,0.7179212758545889,0.0023,0.7163,0.2814,1.0,0.698408203125,0.5531915283203125
10,0.04448300487579568,3,0,3,0.42417033385170505,0.0007,0.4239,0.5754,1.0,0.6908984375,0.6121180943080358
10,0.039644169582698396,3,2,9,0.27416681416691263,0.0039,0.2731,0.723,1.575,0.8335156250000001,0.5165559895833333
10,0.04824480764623896,3,2,2,0.47749486770797206,0.005,0.4751,0.5199,1.0,0.9649609375000001,0.5541908482142857
10,0.016630169177302215,3,0,10,0.2991936567628429,0.0017,0.2987,0.6996,1.0,0.8454248046874999,0.4719812936493845
10,0.04843572265555068,3,2,9,0.030811776298801295,0.0008,0.0308,0.9684,1.0,0.6731298828125001,0.5732373046875
10,0.04531771914559312,3,0,3,0.6470772742113347,0.0017,0.646,0.3523,1.05,0.99498046875,0.5283413973721591
10,0.0215197781194357,3,1,3,0.6754109798273311,0.0044,0.6725,0.3231,1.55,1.0,0.6925
10,0.01873410677254906,3,1,4,0.08716171361790116,0.0029,0.0869,0.9102,1.2,1.0,0.495
10,0.04094812716078088,3,1,6,0.9186641841074614,0.0026,0.9162,0.0812,1.025,0.9991406250000001,0.5319816894531251
10,0.039737273412433535,3,1,7,0.5262337549174229,0.004,0.5241,0.4719,2.125,0.999951171875,0.49250976562500004
10,0.04648452262551058,3,0,6,0.5052669372293247,0.0032,0.5036,0.49319999999999997,1.05,0.987763671875,0.5344912109375
10,0.010005031814011366,3,1,1,0.3697796324714226,0.0039,0.3684,0.6277,1.275,0.925732421875,0.43721484374999997
10,0.028262957879173697,3,1,1,0.2573487795479819,0.0009,0.2571,0.742,2.5,0.9904345703124999,0.3564770507812501
10,0.027955758144178867,3,1,7,0.6528359661798356,0.0023,0.6513,0.3464,1.125,1.0,0.5925
10,0.04198834065100405,3,1,5,0.7416330366417176,0.0032,0.7393,0.2575,1.0,0.6867285156249998,0.5548197428385416
10,0.027312872724484717,3,1,5,0.4344993419372158,0.0018,0.4337,0.5645,1.05,0.9895214843750001,0.306396484375
10,0.03743010573907289,3,2,4,0.3019042428750507,0.0023,0.3012,0.6965,3.65,1.0,0.5835714285714286
10,0.04615504048681286,3,1,7,0.5016699689733672,0.0006,0.5014,0.498,3.275,0.9942285156249999,0.4982177734375
10,0.03677348989328459,3,1,1,0.5946755145880773,0.0036,0.5925,0.4039,1.025,1.0,0.5925
10,0.015885540876360064,3,0,1,0.8668122178019246,0.0012,0.8658,0.133,1.375,0.58125,0.47920247395833326
10,0.011904452288835698,3,1,7,0.659592108178015,0.0049,0.6563,0.3388,1.0,0.6960595703125,0.5789844621930804
10,0.034116742853568756,3,0,1,0.3927539060779212,0.0004,0.3926,0.607,1.025,0.986435546875,0.57581787109375
10,0.02523171044492528,3,2,9,0.8120166235666747,0.0029,0.8096,0.1875,2.3,0.672802734375,0.4861517333984374
10,0.029361331290935898,3,0,0,0.03340583961993484,0.003,0.0333,0.9637,1.0,0.6985498046874999,0.4579189453125
10,0.04034404892320694,3,1,2,0.22072639646520864,0.0012,0.2205,0.7783,1.95,0.9817578125,0.29935058593749997
10,0.03783043746635291,3,1,0,0.79321864354774,0.0039,0.7901,0.206,1.0,0.991318359375,0.64664111328125
10,0.024535062220858675,3,0,9,0.9291395659941613,0.0019,0.9273,0.07079999999999999,1.1,0.84396484375,0.6631067338423295
10,0.038233695367948226,3,0,7,0.11621115997371113,0.0035,0.1158,0.8807,1.25,0.8674365234374999,0.49112646484375
10,0.013500321843303322,3,0,2,0.27051618973013936,0.0032,0.2697,0.7271,4.025,0.710478515625,0.5128605143229167
10,0.02115700523232491,3,0,9,0.34903386283394655,0.0046,0.3474,0.648,1.0,0.8095263671874999,0.557313468812004
10,0.03442474475893338,3,2,6,0.5693437896174649,0.0019,0.5683,0.4298,1.15,0.917265625,0.40900390625
10,0.022627241700400307,3,0,5,0.75135879043552,0.0046,0.7479,0.2475,3.875,0.9307421874999999,0.5903881835937502
10,0.01583906284632427,3,1,4,0.24612930727631113,0.0024,0.2455,0.7521,1.0,1.0,0.5974999999999999
10,0.03128617630506408,3,2,8,0.6190978714985165,0.0029,0.6173,0.3798,1.0,0.9923730468749999,0.49955322265625
10,0.0422165810232393,3,1,1,0.43900497575832514,0.0005,0.4388,0.5607,1.0,0.98755859375,0.50237548828125
10,0.04306983399532643,3,2,8,0.8209446502642818,0.0013,0.8199,0.1788000000000001,1.0,0.6934863281250001,0.7105653889973956
10,0.036883701196774,3,0,4,0.41668233398870713,0.0026,0.4156,0.5818,1.05,0.9876953125,0.47551904296874986
10,0.045485541956592775,3,0,0,0.6941366699923932,0.0044,0.6911,0.3045,1.3,0.9871044921875001,0.5012933407738094
10,0.04745661483484075,3,1,2,0.7844898226054391,0.0044,0.781,0.2146,1.0,0.9940820312499999,0.34310825892857144
10,0.01930914829488155,3,0,10,0.19876335462723654,0.0011,0.1986,0.8003,1.025,0.6359228515625002,0.4734325358072917
10,0.015022091671485827,3,1,1,0.9437230733283466,0.0049,0.9391,0.056,1.0,0.69806640625,0.40865862165178574
10,0.012723261354262636,3,1,3,0.14451933160665575,0.0015,0.1443,0.8542,1.175,0.7133203124999999,0.5524778645833335
10,0.026638369857349048,3,2,7,0.6719886948746798,0.0033,0.6698,0.3269,1.0,0.9899316406249999,0.40283284505208333
10,0.03229062562741854,3,0,4,0.03939887971151439,0.0003,0.0394,0.9603,1.0,0.9984375,0.5976131184895833
10,0.03856360283924519,3,1,3,0.7574444643920659,0.0006,0.757,0.2424,1.025,1.0,0.599375
10,0.03540274990714274,3,1,2,0.22984762465684733,0.0011,0.2296,0.7693,1.375,1.0,0.5462499999999999
10,0.02509206404705734,3,2,7,0.2638540521685199,0.0002,0.2638,0.736,1.05,0.7762695312499999,0.6538595145089285
10,0.03573282388322678,3,1,5,0.4738114276968534,0.0008,0.4734,0.5258,1.675,0.5847314453125,0.5641259765624999
10,0.036666641333119025,3,2,7,0.3358288044681657,0.0043,0.3344,0.6613,1.275,1.0,0.7928571428571429
10,0.03730536268398841,3,0,0,0.28037941690029233,0.0037,0.2793,0.717,1.2,0.41609375000000004,0.5617708333333334
10,0.011215681778401685,3,2,5,0.9339951887854304,0.0037,0.9305,0.0658,1.6,0.99875,0.59635546875
10,0.01988881916716253,3,1,5,0.46447248973902894,0.0014,0.4638,0.5348,1.0,0.999560546875,0.39997314453125
10,0.033678498974068875,3,2,2,0.13207518616448163,0.001,0.1319,0.8671,1.0,1.0,0.49000000000000005
10,0.01910493472787662,3,1,1,0.9614089380491839,0.0005,0.9609,0.03860000000000011,2.55,0.7924560546875,0.5453869628906249
10,0.04633119420268797,3,1,1,0.9805269471339654,0.0003,0.9803,0.01940000000000001,2.35,0.993798828125,0.4040474446614583
10,0.03899934805816557,3,0,1,0.1615737165177872,0.0012,0.1614,0.8374,1.15,0.54884765625,0.7116469726562501
10,0.04481955868595528,3,1,8,0.7974339322949973,0.0032,0.7949,0.2019,1.0,1.0,0.5925
10,0.02707453640499982,3,1,2,0.4541189340956078,0.0041,0.4523,0.5436,1.175,1.0,0.5433333333333332
10,0.04429816993889098,3,2,2,0.4023638329392026,0.0045,0.4005,0.595,1.45,0.7592968749999999,0.4630035400390625
10,0.034271082850764654,3,1,4,0.5152368664713807,0.0014,0.5145,0.4841000000000001,1.0,0.9762841796874999,0.4405918666294643
10,0.028324350356573526,3,0,8,0.686572380085498,0.0045,0.6835,0.312,1.425,0.6778955078125,0.457064453125
10,0.01715469184601371,3,1,3,0.4863566984664478,0.0022,0.4853,0.5125,2.475,0.9938671875,0.3041845703125
10,0.03183438741304736,3,1,8,0.45061925423152926,0.0026,0.4494,0.548,2.05,0.9888574218749999,0.401888671875
10,0.021963047966262382,3,2,6,0.08114519241275407,0.003,0.0809,0.9161,1.0,0.996572265625,0.6919287109374999
10,0.04239821457612038,3,0,4,0.3843125489554621,0.0002,0.3842,0.6156,1.0,0.8444921875,0.5766086832682292
10,0.03804256522344186,3,1,0,0.25381549613245963,0.0038,0.2529,0.7433,1.5,0.7654980468750001,0.5705694289434524
10,0.020752421632938514,3,0,9,0.2864101776292402,0.0035,0.2854,0.7111,1.0,0.9891406249999999,0.49453613281250003
10,0.04949736130315115,3,2,9,0.5283591278797929,0.001,0.5278,0.4712,1.1,1.0,0.395
10,0.019377107502085236,3,1,8,0.4215910770019736,0.0035,0.4201,0.5764,1.0,0.9913916015625001,0.3025
10,0.04963438071452522,3,1,1,0.9429241437387094,0.0013,0.9417,0.057,1.0,0.9803124999999999,0.5076977539062499
10,0.03711441245804589,3,2,9,0.5735339712061897,0.002,0.5724,0.4256,1.025,0.9985156249999999,0.3001171875
10,0.016716122561394466,3,0,7,0.900960372341583,0.005,0.8965,0.0985,1.0,0.8574804687500001,0.39880664908008656
10,0.02742102710586647,3,2,5,0.7787756619924917,0.0036,0.776,0.2204,1.0,0.8364501953125,0.59365966796875
10,0.04721189888928221,3,1,4,0.48903057055453103,0.0018,0.4882,0.51,1.925,0.99125,0.49968343098958334
10,0.04016131629297864,3,1,6,0.8373357668117365,0.0006,0.8368,0.1626,1.0,0.7672460937500001,0.4423325892857143
10,0.033247764292247954,3,1,7,0.1581244611474898,0.0048,0.1574,0.8378,1.025,0.7602490234375,0.5438769531250001
10,0.01295242651003799,3,1,5,0.2520666403445558,0.0039,0.2511,0.745,1.0,1.0,0.6585000000000001
10,0.04159826564355002,3,0,8,0.3446606842812118,0.0017,0.3441,0.6542,2.65,0.926787109375,0.6853785807291667
10,0.04895332957276602,3,1,6,0.05244533635422236,0.0021,0.0523,0.9456,1.0,0.994482421875,0.6172843424479166
10,0.02132450508690603,3,1,10,0.13975247425978193,0.0046,0.1391,0.8563,2.525,0.91392578125,0.784740234375
10,0.03641110470114489,3,1,2,0.20444344345366122,0.0021,0.204,0.7939,2.325,0.7506445312500001,0.5661035156249999
10,0.04376989946111069,3,2,9,0.9552732366526491,0.0012,0.9541,0.04470000000000011,1.0,1.0,0.6950000000000001
10,0.022081004290083178,3,1,1,0.5347708547014363,0.0004,0.5346,0.465,1.0,0.9966796875,0.49779296874999995
10,0.022730841927633857,3,2,5,0.39540284107100043,0.0009,0.395,0.6041,1.475,0.99638671875,0.49990722656250003
10,0.023432456972989277,3,2,10,0.6918629299002265,0.0025,0.6902,0.3073,1.0,1.0,0.8895
10,0.033994565023025516,3,1,3,0.8177187444730969,0.0006,0.8173,0.1821,1.225,0.9896679687500001,0.6002640206473214
10,0.02845457136907935,3,1,4,0.7456791468165355,0.0005,0.7453,0.2542000000000001,1.825,0.862509765625,0.34622558593749997
10,0.04806520526947715,3,1,3,0.05855562221337653,0.0018,0.0584,0.9398,1.025,0.997705078125,0.5974603271484374
10,0.01695393918331191,3,0,10,0.7641027250316175,0.0034,0.7615,0.23510000000000011,1.35,0.9595947265625,0.45083144996279767
10,0.036263975139598705,3,1,3,0.703558401689804,0.0042,0.7006,0.2952,2.925,0.9922656249999999,0.5017080078125
10,0.039476077733250285,3,2,4,0.41180965221023724,0.002,0.411,0.587,1.0,1.0,0.385
10,0.022249843707321918,3,2,6,0.13377824494340512,0.003,0.1334,0.8636,1.025,0.7181640625,0.5614453124999998
10,0.04593080492625284,3,1,4,0.24717229061697443,0.0031,0.2464,0.7505,1.025,0.944482421875,0.42749581473214293
10,0.03938663816025885,3,1,10,0.061772388060952844,0.0011,0.0617,0.9372,1.875,0.99103515625,0.39926513671874997
10,0.013288419613918348,3,2,9,0.8468388216575509,0.0015,0.8456,0.1529,1.85,0.9988964843750001,0.43590169270833334
10,0.02142503997987979,3,0,2,0.5666080067450756,0.0007,0.5662,0.4331,1.05,0.534560546875,0.5235247802734376
10,0.04078269053579179,3,1,7,0.21838824819599728,0.0003,0.2183,0.7814,1.65,0.9855859375,0.6914648437500001
10,0.0245190607306607,3,0,7,0.18066342534936308,0.0035,0.18,0.8165,1.8,0.6599755859374999,0.6277978515625
10,0.04796747862850099,3,1,4,0.406490610920854,0.0004,0.4063,0.5933,1.6,0.7792138671875002,0.6000390624999999
10,0.02055592635779616,3,0,4,0.7326634532333668,0.0022,0.731,0.2668,1.0,0.9910986328125,0.4672502441406251
10,0.04892202516054854,3,1,6,0.8605600598561031,0.0007,0.86,0.1393,2.35,1.0,0.556
10,0.011537434554259523,3,2,8,0.7110368673623794,0.0018,0.7097,0.2885,1.0,0.994375,0.495904541015625
10,0.04324189702212331,3,2,5,0.07727355518617247,0.0005,0.0772,0.9223,1.775,1.0,0.8925000000000001
10,0.024087263668591857,3,2,5,0.8703110475628959,0.0047,0.8662,0.1291,1.15,0.99724609375,0.5022216796875
10,0.042131552673515406,3,1,2,0.6767991741565623,0.003,0.6748,0.3222,1.0,1.0,0.8865000000000001
10,0.04372877952299525,3,2,8,0.3700611407447133,0.0025,0.3691,0.6284,1.025,0.944345703125,0.40698730468749994
