N,p,n,k,lam,ratio_rob,alpha_attr,alpha_rob,alpha_match,scc_outcome,robustness_outcome,match_outcome
10,0.013440527041173142,3,0,4.4416082865711095,0.2864101776292402,0.0035,0.2854,0.7111,1.125,0.8040625,0.7559619140625
10,0.04937170162893893,3,2,4.738643758969433,0.5283591278797929,0.001,0.5278,0.4712,1.025,0.7394140625000001,0.517705078125
10,0.011721384377606545,3,1,4.182566042144142,0.4215910770019736,0.0035,0.4201,0.5764,1.0,0.9893359374999999,0.403935546875
10,0.049542975893156524,3,1,0.28633855162216715,0.9429241437387094,0.0013,0.9417,0.057,1.2,0.83708984375,0.407802734375
10,0.03389301557255737,3,2,4.352939097749723,0.5735339712061897,0.002,0.5724,0.4256,1.0,0.9936718750000001,0.39958251953125
10,0.008395153201743081,3,0,3.457381040902912,0.900960372341583,0.005,0.8965,0.0985,1.0,0.8277294921875,0.4571673583984374
10,0.021776283882333086,3,2,2.334412182311649,0.7787756619924917,0.0036,0.776,0.2204,1.0,0.986826171875,0.4082177734375
10,0.04651487361160277,3,1,1.7690802706622137,0.48903057055453103,0.0018,0.4882,0.51,1.75,0.6155957031250001,0.5606357421875
10,0.0377016453662233,3,1,3.115438234407369,0.8373357668117365,0.0006,0.8368,0.1626,1.825,0.993310546875,0.694091796875
10,0.02905970536530994,3,1,3.340670444683874,0.1581244611474898,0.0048,0.1574,0.8378,1.0,0.9919238281249999,0.6940820312500001
10,0.0036905331375474875,3,0,2.6936113433908697,0.2520666403445558,0.0039,0.2511,0.745,1.0,0.5242041015625001,0.5538961704799107
10,0.03949783205443752,3,0,4.1417292781609785,0.3446606842812118,0.0017,0.3441,0.6542,1.0,0.9166210937500001,0.5616332063220795
10,0.04869166196595752,3,1,3.078874717126579,0.05244533635422236,0.0021,0.0523,0.9456,1.4,0.7736328125,0.5623502604166667
10,0.01415563135863254,3,0,4.974121157296494,0.13975247425978193,0.0046,0.1391,0.8563,2.2,0.6849999999999999,0.5508387115036233
10,0.03301388087643111,3,2,0.7650861534879339,0.20444344345366122,0.0021,0.204,0.7939,2.375,0.759296875,0.560771484375
10,0.042212374326388365,3,2,4.598826838097997,0.9552732366526491,0.0012,0.9541,0.04470000000000011,1.0,0.99529296875,0.45974016462053574
10,0.015101255362603972,3,2,0.6314463352361454,0.5347708547014363,0.0004,0.5346,0.465,1.0,1.0,0.585
